Id,Customer,Timestamp,Ordered,Shipwith,Collection
Orders/o-122,customer/c-04,1654579258,"[{""Product"":""product/wardrobe"", ""Quantity"":51, ""Discount"":4}, {""Product"":""product/table"", ""Quantity"":61, ""Discount"":1}, {""Product"":""product/chair_wood"", ""Quantity"":36, ""Discount"":1}]",shippers/s-01,Orders
Orders/o-123,customer/c-04,1652720961,"[{""Product"":""product/wardrobe"", ""Quantity"":52, ""Discount"":0}, {""Product"":""product/chair_wood"", ""Quantity"":40, ""Discount"":5}, {""Product"":""product/chair"", ""Quantity"":50, ""Discount"":2}]",shippers/s-04,Orders
Orders/o-124,customer/c-04,1662150128,"[{""Product"":""product/chair_wood"", ""Quantity"":71, ""Discount"":4}, {""Product"":""product/table"", ""Quantity"":89, ""Discount"":0}, {""Product"":""product/chair"", ""Quantity"":28, ""Discount"":3}]",shippers/s-03,Orders
Orders/o-125,customer/c-04,1660974318,"[{""Product"":""product/bed"", ""Quantity"":61, ""Discount"":5}, {""Product"":""product/chair_wood"", ""Quantity"":31, ""Discount"":5}]",shippers/s-02,Orders
Orders/o-126,customer/c-04,1601240467,"[{""Product"":""product/bed"", ""Quantity"":78, ""Discount"":3}, {""Product"":""product/chair_wood"", ""Quantity"":95, ""Discount"":0}, {""Product"":""product/chair"", ""Quantity"":11, ""Discount"":1}, {""Product"":""product/wardrobe"", ""Quantity"":79, ""Discount"":4}]",shippers/s-02,Orders
Orders/o-127,customer/c-04,1568265494,"[{""Product"":""product/bed"", ""Quantity"":12, ""Discount"":0}, {""Product"":""product/wardrobe"", ""Quantity"":1, ""Discount"":3}, {""Product"":""product/table"", ""Quantity"":2, ""Discount"":4}, {""Product"":""product/chair_wood"", ""Quantity"":63, ""Discount"":2}]",shippers/s-02,Orders
Orders/o-128,customer/c-04,1610098580,"[{""Product"":""product/table"", ""Quantity"":71, ""Discount"":5}]",shippers/s-03,Orders
Orders/o-129,customer/c-04,1584399238,"[{""Product"":""product/table"", ""Quantity"":86, ""Discount"":0}, {""Product"":""product/chair_wood"", ""Quantity"":30, ""Discount"":4}, {""Product"":""product/chair"", ""Quantity"":82, ""Discount"":5}]",shippers/s-02,Orders
Orders/o-130,customer/c-04,1588506760,"[{""Product"":""product/bed"", ""Quantity"":42, ""Discount"":1}, {""Product"":""product/wardrobe"", ""Quantity"":21, ""Discount"":2}]",shippers/s-02,Orders
Orders/o-131,customer/c-04,1516988861,"[{""Product"":""product/chair"", ""Quantity"":29, ""Discount"":5}]",shippers/s-04,Orders
Orders/o-132,customer/c-04,1601529513,"[{""Product"":""product/bed"", ""Quantity"":70, ""Discount"":2}]",shippers/s-02,Orders
Orders/o-133,customer/c-04,1658427815,"[{""Product"":""product/bed"", ""Quantity"":5, ""Discount"":5}, {""Product"":""product/chair"", ""Quantity"":100, ""Discount"":3}]",shippers/s-03,Orders
Orders/o-134,customer/c-04,1652868166,"[{""Product"":""product/chair_wood"", ""Quantity"":23, ""Discount"":3}, {""Product"":""product/table"", ""Quantity"":32, ""Discount"":1}, {""Product"":""product/chair"", ""Quantity"":8, ""Discount"":2}]",shippers/s-04,Orders
Orders/o-135,customer/c-04,1604608760,"[{""Product"":""product/bed"", ""Quantity"":73, ""Discount"":2}, {""Product"":""product/table"", ""Quantity"":100, ""Discount"":0}, {""Product"":""product/chair"", ""Quantity"":54, ""Discount"":0}]",shippers/s-04,Orders
Orders/o-136,customer/c-04,1661638357,"[{""Product"":""product/table"", ""Quantity"":1, ""Discount"":3}]",shippers/s-04,Orders
Orders/o-137,customer/c-04,1627141325,"[{""Product"":""product/chair_wood"", ""Quantity"":9, ""Discount"":5}, {""Product"":""product/table"", ""Quantity"":82, ""Discount"":1}, {""Product"":""product/wardrobe"", ""Quantity"":95, ""Discount"":5}]",shippers/s-02,Orders
Orders/o-138,customer/c-04,1682209640,"[{""Product"":""product/bed"", ""Quantity"":86, ""Discount"":0}, {""Product"":""product/table"", ""Quantity"":72, ""Discount"":4}, {""Product"":""product/chair"", ""Quantity"":74, ""Discount"":5}]",shippers/s-02,Orders
Orders/o-139,customer/c-04,1657545391,"[{""Product"":""product/bed"", ""Quantity"":28, ""Discount"":2}, {""Product"":""product/table"", ""Quantity"":15, ""Discount"":3}]",shippers/s-03,Orders
Orders/o-140,customer/c-04,1652810950,"[{""Product"":""product/bed"", ""Quantity"":88, ""Discount"":0}, {""Product"":""product/chair"", ""Quantity"":67, ""Discount"":3}]",shippers/s-02,Orders
Orders/o-141,customer/c-04,1529270504,"[{""Product"":""product/wardrobe"", ""Quantity"":100, ""Discount"":3}, {""Product"":""product/table"", ""Quantity"":74, ""Discount"":5}, {""Product"":""product/chair"", ""Quantity"":9, ""Discount"":3}]",shippers/s-01,Orders
Orders/o-142,customer/c-04,1527265952,"[{""Product"":""product/wardrobe"", ""Quantity"":22, ""Discount"":2}, {""Product"":""product/table"", ""Quantity"":59, ""Discount"":0}, {""Product"":""product/chair"", ""Quantity"":93, ""Discount"":4}]",shippers/s-03,Orders
Orders/o-143,customer/c-04,1665085635,"[{""Product"":""product/bed"", ""Quantity"":46, ""Discount"":0}, {""Product"":""product/wardrobe"", ""Quantity"":71, ""Discount"":1}, {""Product"":""product/chair"", ""Quantity"":32, ""Discount"":5}]",shippers/s-02,Orders
Orders/o-144,customer/c-04,1670409284,"[{""Product"":""product/chair_wood"", ""Quantity"":96, ""Discount"":0}, {""Product"":""product/table"", ""Quantity"":90, ""Discount"":4}, {""Product"":""product/wardrobe"", ""Quantity"":5, ""Discount"":5}]",shippers/s-02,Orders
Orders/o-145,customer/c-04,1616789159,"[{""Product"":""product/bed"", ""Quantity"":35, ""Discount"":4}, {""Product"":""product/table"", ""Quantity"":94, ""Discount"":3}]",shippers/s-04,Orders
Orders/o-146,customer/c-04,1563924307,"[{""Product"":""product/bed"", ""Quantity"":63, ""Discount"":4}, {""Product"":""product/wardrobe"", ""Quantity"":50, ""Discount"":0}, {""Product"":""product/chair_wood"", ""Quantity"":82, ""Discount"":2}]",shippers/s-01,Orders
Orders/o-147,customer/c-05,1653930692,"[{""Product"":""product/table"", ""Quantity"":62, ""Discount"":4}]",shippers/s-01,Orders
Orders/o-148,customer/c-05,1671034928,"[{""Product"":""product/chair_wood"", ""Quantity"":53, ""Discount"":0}, {""Product"":""product/wardrobe"", ""Quantity"":16, ""Discount"":2}]",shippers/s-03,Orders
Orders/o-149,customer/c-05,1668297823,"[{""Product"":""product/bed"", ""Quantity"":4, ""Discount"":5}, {""Product"":""product/wardrobe"", ""Quantity"":68, ""Discount"":3}, {""Product"":""product/chair_wood"", ""Quantity"":99, ""Discount"":0}]",shippers/s-04,Orders
Orders/o-150,customer/c-05,1597122951,"[{""Product"":""product/wardrobe"", ""Quantity"":93, ""Discount"":5}, {""Product"":""product/chair"", ""Quantity"":40, ""Discount"":4}, {""Product"":""product/chair_wood"", ""Quantity"":93, ""Discount"":2}]",shippers/s-02,Orders
Orders/o-151,customer/c-05,1544369183,"[{""Product"":""product/bed"", ""Quantity"":45, ""Discount"":4}, {""Product"":""product/chair_wood"", ""Quantity"":90, ""Discount"":2}, {""Product"":""product/table"", ""Quantity"":83, ""Discount"":5}, {""Product"":""product/wardrobe"", ""Quantity"":76, ""Discount"":4}]",shippers/s-01,Orders
Orders/o-152,customer/c-05,1546880822,"[{""Product"":""product/wardrobe"", ""Quantity"":71, ""Discount"":0}, {""Product"":""product/chair"", ""Quantity"":96, ""Discount"":4}]",shippers/s-01,Orders
Orders/o-153,customer/c-05,1596302406,"[{""Product"":""product/chair_wood"", ""Quantity"":18, ""Discount"":3}, {""Product"":""product/chair"", ""Quantity"":4, ""Discount"":5}, {""Product"":""product/wardrobe"", ""Quantity"":97, ""Discount"":4}]",shippers/s-01,Orders
Orders/o-154,customer/c-05,1519612479,"[{""Product"":""product/chair_wood"", ""Quantity"":59, ""Discount"":1}, {""Product"":""product/chair"", ""Quantity"":94, ""Discount"":0}]",shippers/s-02,Orders
Orders/o-155,customer/c-05,1539721187,"[{""Product"":""product/chair_wood"", ""Quantity"":9, ""Discount"":2}]",shippers/s-02,Orders
Orders/o-156,customer/c-06,1587650146,"[{""Product"":""product/chair_wood"", ""Quantity"":6, ""Discount"":5}, {""Product"":""product/table"", ""Quantity"":4, ""Discount"":5}, {""Product"":""product/chair"", ""Quantity"":42, ""Discount"":4}]",shippers/s-01,Orders
Orders/o-157,customer/c-06,1542601686,"[{""Product"":""product/table"", ""Quantity"":98, ""Discount"":1}]",shippers/s-01,Orders
Orders/o-158,customer/c-06,1643525537,"[{""Product"":""product/wardrobe"", ""Quantity"":41, ""Discount"":4}, {""Product"":""product/table"", ""Quantity"":43, ""Discount"":5}, {""Product"":""product/chair"", ""Quantity"":45, ""Discount"":4}]",shippers/s-03,Orders
Orders/o-159,customer/c-06,1542169721,"[{""Product"":""product/bed"", ""Quantity"":35, ""Discount"":4}, {""Product"":""product/wardrobe"", ""Quantity"":51, ""Discount"":2}, {""Product"":""product/chair_wood"", ""Quantity"":48, ""Discount"":1}, {""Product"":""product/chair"", ""Quantity"":61, ""Discount"":3}]",shippers/s-04,Orders
Orders/o-160,customer/c-06,1555055157,"[{""Product"":""product/bed"", ""Quantity"":17, ""Discount"":0}, {""Product"":""product/table"", ""Quantity"":22, ""Discount"":4}]",shippers/s-02,Orders
Orders/o-161,customer/c-06,1643836335,"[{""Product"":""product/wardrobe"", ""Quantity"":42, ""Discount"":0}, {""Product"":""product/table"", ""Quantity"":86, ""Discount"":5}, {""Product"":""product/chair"", ""Quantity"":91, ""Discount"":1}]",shippers/s-02,Orders
Orders/o-162,customer/c-06,1631608923,"[{""Product"":""product/chair"", ""Quantity"":52, ""Discount"":3}]",shippers/s-03,Orders
Orders/o-163,customer/c-06,1532175023,"[{""Product"":""product/bed"", ""Quantity"":34, ""Discount"":0}]",shippers/s-03,Orders
Orders/o-164,customer/c-06,1669844194,"[{""Product"":""product/wardrobe"", ""Quantity"":63, ""Discount"":2}, {""Product"":""product/table"", ""Quantity"":82, ""Discount"":1}, {""Product"":""product/chair_wood"", ""Quantity"":26, ""Discount"":4}]",shippers/s-01,Orders
Orders/o-165,customer/c-06,1545231047,"[{""Product"":""product/wardrobe"", ""Quantity"":85, ""Discount"":0}]",shippers/s-02,Orders
Orders/o-166,customer/c-06,1665228181,"[{""Product"":""product/chair_wood"", ""Quantity"":23, ""Discount"":0}, {""Product"":""product/wardrobe"", ""Quantity"":74, ""Discount"":4}]",shippers/s-03,Orders
Orders/o-167,customer/c-06,1682754879,"[{""Product"":""product/wardrobe"", ""Quantity"":2, ""Discount"":0}, {""Product"":""product/chair"", ""Quantity"":100, ""Discount"":1}]",shippers/s-02,Orders
Orders/o-168,customer/c-06,1593892090,"[{""Product"":""product/table"", ""Quantity"":2, ""Discount"":1}, {""Product"":""product/chair"", ""Quantity"":59, ""Discount"":5}]",shippers/s-04,Orders
Orders/o-169,customer/c-06,1587299332,"[{""Product"":""product/chair_wood"", ""Quantity"":74, ""Discount"":5}]",shippers/s-04,Orders
Orders/o-170,customer/c-06,1556533601,"[{""Product"":""product/chair_wood"", ""Quantity"":82, ""Discount"":5}]",shippers/s-03,Orders
Orders/o-171,customer/c-06,1654667698,"[{""Product"":""product/bed"", ""Quantity"":56, ""Discount"":5}]",shippers/s-01,Orders
Orders/o-172,customer/c-06,1649170157,"[{""Product"":""product/bed"", ""Quantity"":94, ""Discount"":4}, {""Product"":""product/wardrobe"", ""Quantity"":71, ""Discount"":2}, {""Product"":""product/chair_wood"", ""Quantity"":38, ""Discount"":0}, {""Product"":""product/chair"", ""Quantity"":15, ""Discount"":2}]",shippers/s-03,Orders
Orders/o-173,customer/c-06,1516443786,"[{""Product"":""product/table"", ""Quantity"":18, ""Discount"":3}, {""Product"":""product/wardrobe"", ""Quantity"":89, ""Discount"":1}]",shippers/s-03,Orders
Orders/o-174,customer/c-06,1591815199,"[{""Product"":""product/chair_wood"", ""Quantity"":52, ""Discount"":4}, {""Product"":""product/table"", ""Quantity"":64, ""Discount"":2}, {""Product"":""product/chair"", ""Quantity"":93, ""Discount"":2}]",shippers/s-03,Orders
Orders/o-175,customer/c-06,1674621747,"[{""Product"":""product/table"", ""Quantity"":6, ""Discount"":3}]",shippers/s-03,Orders
Orders/o-176,customer/c-06,1557168981,"[{""Product"":""product/table"", ""Quantity"":78, ""Discount"":3}, {""Product"":""product/chair_wood"", ""Quantity"":32, ""Discount"":0}]",shippers/s-02,Orders
Orders/o-177,customer/c-06,1655195535,"[{""Product"":""product/bed"", ""Quantity"":80, ""Discount"":1}, {""Product"":""product/wardrobe"", ""Quantity"":73, ""Discount"":3}]",shippers/s-02,Orders
Orders/o-178,customer/c-06,1525895866,"[{""Product"":""product/bed"", ""Quantity"":70, ""Discount"":5}, {""Product"":""product/table"", ""Quantity"":30, ""Discount"":2}, {""Product"":""product/wardrobe"", ""Quantity"":29, ""Discount"":5}]",shippers/s-04,Orders
Orders/o-179,customer/c-06,1551983693,"[{""Product"":""product/chair_wood"", ""Quantity"":39, ""Discount"":4}, {""Product"":""product/wardrobe"", ""Quantity"":95, ""Discount"":1}]",shippers/s-03,Orders
Orders/o-180,customer/c-06,1642066734,"[{""Product"":""product/bed"", ""Quantity"":28, ""Discount"":2}, {""Product"":""product/table"", ""Quantity"":46, ""Discount"":2}, {""Product"":""product/chair"", ""Quantity"":24, ""Discount"":0}, {""Product"":""product/wardrobe"", ""Quantity"":32, ""Discount"":1}]",shippers/s-01,Orders
Orders/o-181,customer/c-06,1557409498,"[{""Product"":""product/bed"", ""Quantity"":52, ""Discount"":4}, {""Product"":""product/table"", ""Quantity"":30, ""Discount"":1}, {""Product"":""product/chair_wood"", ""Quantity"":73, ""Discount"":2}]",shippers/s-03,Orders
Orders/o-182,customer/c-06,1562070498,"[{""Product"":""product/chair"", ""Quantity"":18, ""Discount"":5}]",shippers/s-02,Orders
Orders/o-183,customer/c-06,1647988953,"[{""Product"":""product/chair_wood"", ""Quantity"":82, ""Discount"":4}, {""Product"":""product/wardrobe"", ""Quantity"":8, ""Discount"":1}]",shippers/s-01,Orders
Orders/o-184,customer/c-06,1583341255,"[{""Product"":""product/bed"", ""Quantity"":89, ""Discount"":3}, {""Product"":""product/wardrobe"", ""Quantity"":61, ""Discount"":5}, {""Product"":""product/chair"", ""Quantity"":42, ""Discount"":3}]",shippers/s-01,Orders
Orders/o-185,customer/c-06,1593139566,"[{""Product"":""product/wardrobe"", ""Quantity"":3, ""Discount"":0}, {""Product"":""product/chair"", ""Quantity"":94, ""Discount"":1}]",shippers/s-03,Orders
Orders/o-186,customer/c-06,1605090746,"[{""Product"":""product/chair_wood"", ""Quantity"":34, ""Discount"":0}, {""Product"":""product/table"", ""Quantity"":59, ""Discount"":1}, {""Product"":""product/chair"", ""Quantity"":13, ""Discount"":3}]",shippers/s-02,Orders
Orders/o-187,customer/c-06,1554431181,"[{""Product"":""product/table"", ""Quantity"":42, ""Discount"":2}, {""Product"":""product/wardrobe"", ""Quantity"":62, ""Discount"":3}]",shippers/s-02,Orders
Orders/o-188,customer/c-06,1539383944,"[{""Product"":""product/bed"", ""Quantity"":9, ""Discount"":4}, {""Product"":""product/table"", ""Quantity"":97, ""Discount"":4}, {""Product"":""product/chair"", ""Quantity"":42, ""Discount"":2}, {""Product"":""product/wardrobe"", ""Quantity"":10, ""Discount"":3}]",shippers/s-03,Orders
Orders/o-189,customer/c-06,1650489221,"[{""Product"":""product/bed"", ""Quantity"":23, ""Discount"":2}, {""Product"":""product/table"", ""Quantity"":15, ""Discount"":2}, {""Product"":""product/chair_wood"", ""Quantity"":82, ""Discount"":4}, {""Product"":""product/wardrobe"", ""Quantity"":89, ""Discount"":4}]",shippers/s-04,Orders
Orders/o-190,customer/c-06,1628096069,"[{""Product"":""product/wardrobe"", ""Quantity"":84, ""Discount"":5}]",shippers/s-02,Orders
Orders/o-191,customer/c-06,1564330499,"[{""Product"":""product/bed"", ""Quantity"":5, ""Discount"":1}, {""Product"":""product/wardrobe"", ""Quantity"":49, ""Discount"":0}, {""Product"":""product/chair"", ""Quantity"":44, ""Discount"":0}]",shippers/s-03,Orders
Orders/o-192,customer/c-06,1621968013,"[{""Product"":""product/table"", ""Quantity"":86, ""Discount"":4}, {""Product"":""product/wardrobe"", ""Quantity"":44, ""Discount"":1}]",shippers/s-04,Orders
Orders/o-193,customer/c-06,1540239516,"[{""Product"":""product/table"", ""Quantity"":2, ""Discount"":5}, {""Product"":""product/chair_wood"", ""Quantity"":16, ""Discount"":0}, {""Product"":""product/wardrobe"", ""Quantity"":49, ""Discount"":2}]",shippers/s-02,Orders
Orders/o-194,customer/c-06,1524578024,"[{""Product"":""product/bed"", ""Quantity"":49, ""Discount"":3}, {""Product"":""product/chair"", ""Quantity"":3, ""Discount"":5}]",shippers/s-04,Orders
Orders/o-195,customer/c-07,1668605687,"[{""Product"":""product/bed"", ""Quantity"":37, ""Discount"":0}, {""Product"":""product/wardrobe"", ""Quantity"":7, ""Discount"":3}, {""Product"":""product/table"", ""Quantity"":81, ""Discount"":1}, {""Product"":""product/chair"", ""Quantity"":49, ""Discount"":2}]",shippers/s-03,Orders
Orders/o-196,customer/c-07,1584321546,"[{""Product"":""product/chair_wood"", ""Quantity"":71, ""Discount"":4}, {""Product"":""product/chair"", ""Quantity"":48, ""Discount"":0}]",shippers/s-02,Orders
Orders/o-197,customer/c-07,1616721687,"[{""Product"":""product/bed"", ""Quantity"":96, ""Discount"":0}, {""Product"":""product/table"", ""Quantity"":24, ""Discount"":5}]",shippers/s-03,Orders
Orders/o-198,customer/c-07,1640690309,"[{""Product"":""product/chair_wood"", ""Quantity"":38, ""Discount"":1}]",shippers/s-03,Orders
Orders/o-199,customer/c-07,1519796549,"[{""Product"":""product/bed"", ""Quantity"":16, ""Discount"":2}, {""Product"":""product/table"", ""Quantity"":66, ""Discount"":4}, {""Product"":""product/wardrobe"", ""Quantity"":11, ""Discount"":2}]",shippers/s-01,Orders
Orders/o-200,customer/c-07,1611280389,"[{""Product"":""product/table"", ""Quantity"":24, ""Discount"":4}, {""Product"":""product/chair_wood"", ""Quantity"":59, ""Discount"":3}]",shippers/s-01,Orders
Orders/o-201,customer/c-07,1677641778,"[{""Product"":""product/table"", ""Quantity"":15, ""Discount"":4}]",shippers/s-03,Orders
Orders/o-202,customer/c-07,1580821780,"[{""Product"":""product/chair_wood"", ""Quantity"":7, ""Discount"":4}, {""Product"":""product/wardrobe"", ""Quantity"":26, ""Discount"":2}]",shippers/s-01,Orders
Orders/o-203,customer/c-07,1529013975,"[{""Product"":""product/chair_wood"", ""Quantity"":49, ""Discount"":1}, {""Product"":""product/chair"", ""Quantity"":61, ""Discount"":2}]",shippers/s-01,Orders
Orders/o-204,customer/c-07,1543230037,"[{""Product"":""product/chair"", ""Quantity"":82, ""Discount"":2}]",shippers/s-01,Orders
Orders/o-205,customer/c-07,1516254918,"[{""Product"":""product/bed"", ""Quantity"":3, ""Discount"":3}, {""Product"":""product/wardrobe"", ""Quantity"":16, ""Discount"":3}, {""Product"":""product/table"", ""Quantity"":13, ""Discount"":0}]",shippers/s-03,Orders
Orders/o-206,customer/c-07,1600194163,"[{""Product"":""product/bed"", ""Quantity"":92, ""Discount"":4}, {""Product"":""product/wardrobe"", ""Quantity"":14, ""Discount"":0}]",shippers/s-04,Orders
Orders/o-207,customer/c-07,1677239565,"[{""Product"":""product/table"", ""Quantity"":48, ""Discount"":4}, {""Product"":""product/chair_wood"", ""Quantity"":82, ""Discount"":4}, {""Product"":""product/chair"", ""Quantity"":93, ""Discount"":2}]",shippers/s-04,Orders
Orders/o-208,customer/c-07,1654546719,"[{""Product"":""product/bed"", ""Quantity"":68, ""Discount"":3}, {""Product"":""product/wardrobe"", ""Quantity"":57, ""Discount"":5}, {""Product"":""product/table"", ""Quantity"":29, ""Discount"":0}, {""Product"":""product/chair"", ""Quantity"":15, ""Discount"":5}]",shippers/s-02,Orders
Orders/o-209,customer/c-07,1685403451,"[{""Product"":""product/bed"", ""Quantity"":54, ""Discount"":5}, {""Product"":""product/wardrobe"", ""Quantity"":26, ""Discount"":1}, {""Product"":""product/chair"", ""Quantity"":32, ""Discount"":5}]",shippers/s-04,Orders
Orders/o-210,customer/c-07,1589081760,"[{""Product"":""product/table"", ""Quantity"":97, ""Discount"":4}, {""Product"":""product/chair_wood"", ""Quantity"":57, ""Discount"":5}, {""Product"":""product/wardrobe"", ""Quantity"":22, ""Discount"":4}]",shippers/s-03,Orders
Orders/o-211,customer/c-07,1597373530,"[{""Product"":""product/wardrobe"", ""Quantity"":49, ""Discount"":1}]",shippers/s-01,Orders
Orders/o-212,customer/c-07,1661141445,"[{""Product"":""product/wardrobe"", ""Quantity"":28, ""Discount"":4}]",shippers/s-02,Orders
Orders/o-213,customer/c-07,1531782081,"[{""Product"":""product/table"", ""Quantity"":94, ""Discount"":4}]",shippers/s-01,Orders
Orders/o-214,customer/c-07,1598746617,"[{""Product"":""product/wardrobe"", ""Quantity"":90, ""Discount"":3}, {""Product"":""product/table"", ""Quantity"":22, ""Discount"":1}, {""Product"":""product/chair"", ""Quantity"":79, ""Discount"":1}]",shippers/s-01,Orders
Orders/o-215,customer/c-07,1648561295,"[{""Product"":""product/table"", ""Quantity"":14, ""Discount"":5}]",shippers/s-01,Orders
Orders/o-216,customer/c-07,1584279501,"[{""Product"":""product/chair_wood"", ""Quantity"":55, ""Discount"":0}]",shippers/s-02,Orders
Orders/o-217,customer/c-07,1567821168,"[{""Product"":""product/bed"", ""Quantity"":57, ""Discount"":5}, {""Product"":""product/chair_wood"", ""Quantity"":39, ""Discount"":1}, {""Product"":""product/table"", ""Quantity"":72, ""Discount"":3}, {""Product"":""product/chair"", ""Quantity"":69, ""Discount"":2}]",shippers/s-03,Orders
Orders/o-218,customer/c-07,1549837117,"[{""Product"":""product/bed"", ""Quantity"":83, ""Discount"":5}, {""Product"":""product/chair_wood"", ""Quantity"":49, ""Discount"":3}]",shippers/s-03,Orders
Orders/o-219,customer/c-07,1574556430,"[{""Product"":""product/bed"", ""Quantity"":77, ""Discount"":1}, {""Product"":""product/table"", ""Quantity"":2, ""Discount"":5}, {""Product"":""product/chair"", ""Quantity"":45, ""Discount"":2}, {""Product"":""product/wardrobe"", ""Quantity"":92, ""Discount"":1}]",shippers/s-04,Orders
Orders/o-220,customer/c-07,1541002476,"[{""Product"":""product/chair_wood"", ""Quantity"":16, ""Discount"":5}, {""Product"":""product/table"", ""Quantity"":29, ""Discount"":0}, {""Product"":""product/chair"", ""Quantity"":96, ""Discount"":1}, {""Product"":""product/wardrobe"", ""Quantity"":19, ""Discount"":1}]",shippers/s-04,Orders
Orders/o-221,customer/c-07,1576606894,"[{""Product"":""product/chair_wood"", ""Quantity"":47, ""Discount"":1}]",shippers/s-01,Orders
Orders/o-222,customer/c-07,1563716346,"[{""Product"":""product/bed"", ""Quantity"":85, ""Discount"":2}, {""Product"":""product/chair_wood"", ""Quantity"":30, ""Discount"":5}, {""Product"":""product/chair"", ""Quantity"":57, ""Discount"":4}]",shippers/s-01,Orders
Orders/o-223,customer/c-07,1625446458,"[{""Product"":""product/bed"", ""Quantity"":35, ""Discount"":4}, {""Product"":""product/wardrobe"", ""Quantity"":48, ""Discount"":5}, {""Product"":""product/chair"", ""Quantity"":74, ""Discount"":1}]",shippers/s-02,Orders
Orders/o-224,customer/c-07,1604769461,"[{""Product"":""product/bed"", ""Quantity"":81, ""Discount"":1}, {""Product"":""product/chair"", ""Quantity"":39, ""Discount"":5}]",shippers/s-01,Orders
Orders/o-225,customer/c-07,1536029724,"[{""Product"":""product/bed"", ""Quantity"":10, ""Discount"":2}, {""Product"":""product/wardrobe"", ""Quantity"":47, ""Discount"":5}, {""Product"":""product/chair"", ""Quantity"":71, ""Discount"":0}]",shippers/s-01,Orders
Orders/o-226,customer/c-07,1659041123,"[{""Product"":""product/bed"", ""Quantity"":78, ""Discount"":1}, {""Product"":""product/table"", ""Quantity"":1, ""Discount"":1}, {""Product"":""product/wardrobe"", ""Quantity"":89, ""Discount"":1}]",shippers/s-01,Orders
Orders/o-227,customer/c-07,1629063311,"[{""Product"":""product/table"", ""Quantity"":97, ""Discount"":4}]",shippers/s-03,Orders
Orders/o-228,customer/c-07,1569040632,"[{""Product"":""product/chair"", ""Quantity"":9, ""Discount"":0}]",shippers/s-03,Orders
Orders/o-229,customer/c-07,1554343836,"[{""Product"":""product/chair_wood"", ""Quantity"":5, ""Discount"":5}, {""Product"":""product/chair"", ""Quantity"":89, ""Discount"":5}]",shippers/s-03,Orders
Orders/o-230,customer/c-07,1590388584,"[{""Product"":""product/table"", ""Quantity"":48, ""Discount"":3}]",shippers/s-03,Orders
Orders/o-231,customer/c-07,1678966161,"[{""Product"":""product/bed"", ""Quantity"":28, ""Discount"":3}, {""Product"":""product/chair_wood"", ""Quantity"":100, ""Discount"":4}, {""Product"":""product/table"", ""Quantity"":76, ""Discount"":2}, {""Product"":""product/chair"", ""Quantity"":73, ""Discount"":1}]",shippers/s-01,Orders
Orders/o-232,customer/c-07,1681243124,"[{""Product"":""product/bed"", ""Quantity"":24, ""Discount"":3}, {""Product"":""product/chair"", ""Quantity"":84, ""Discount"":1}]",shippers/s-01,Orders
Orders/o-233,customer/c-07,1663961143,"[{""Product"":""product/bed"", ""Quantity"":60, ""Discount"":4}, {""Product"":""product/chair_wood"", ""Quantity"":28, ""Discount"":3}, {""Product"":""product/table"", ""Quantity"":89, ""Discount"":3}]",shippers/s-01,Orders
Orders/o-234,customer/c-07,1639446421,"[{""Product"":""product/bed"", ""Quantity"":21, ""Discount"":2}, {""Product"":""product/chair_wood"", ""Quantity"":3, ""Discount"":1}]",shippers/s-02,Orders
Orders/o-235,customer/c-07,1615649990,"[{""Product"":""product/bed"", ""Quantity"":3, ""Discount"":4}, {""Product"":""product/chair"", ""Quantity"":38, ""Discount"":5}]",shippers/s-01,Orders
Orders/o-236,customer/c-07,1564534906,"[{""Product"":""product/bed"", ""Quantity"":77, ""Discount"":1}, {""Product"":""product/wardrobe"", ""Quantity"":79, ""Discount"":2}, {""Product"":""product/chair"", ""Quantity"":52, ""Discount"":4}]",shippers/s-01,Orders
Orders/o-237,customer/c-07,1551143159,"[{""Product"":""product/bed"", ""Quantity"":56, ""Discount"":1}, {""Product"":""product/table"", ""Quantity"":40, ""Discount"":1}, {""Product"":""product/chair_wood"", ""Quantity"":83, ""Discount"":4}, {""Product"":""product/chair"", ""Quantity"":67, ""Discount"":4}]",shippers/s-04,Orders
Orders/o-238,customer/c-07,1539154539,"[{""Product"":""product/chair_wood"", ""Quantity"":2, ""Discount"":1}, {""Product"":""product/table"", ""Quantity"":57, ""Discount"":3}, {""Product"":""product/chair"", ""Quantity"":86, ""Discount"":1}]",shippers/s-02,Orders
Orders/o-239,customer/c-07,1583754337,"[{""Product"":""product/table"", ""Quantity"":35, ""Discount"":0}, {""Product"":""product/wardrobe"", ""Quantity"":11, ""Discount"":4}]",shippers/s-04,Orders
Orders/o-240,customer/c-07,1672257596,"[{""Product"":""product/chair"", ""Quantity"":55, ""Discount"":4}]",shippers/s-02,Orders
Orders/o-241,customer/c-07,1561031521,"[{""Product"":""product/wardrobe"", ""Quantity"":30, ""Discount"":2}, {""Product"":""product/chair"", ""Quantity"":29, ""Discount"":3}]",shippers/s-01,Orders
Orders/o-242,customer/c-07,1636221733,"[{""Product"":""product/bed"", ""Quantity"":18, ""Discount"":0}, {""Product"":""product/table"", ""Quantity"":88, ""Discount"":4}, {""Product"":""product/chair"", ""Quantity"":71, ""Discount"":0}, {""Product"":""product/wardrobe"", ""Quantity"":72, ""Discount"":4}]",shippers/s-04,Orders
