Id,Customer,Timestamp,Ordered,Shipwith,@metadata.@collection
Orders/0000000000000125428-A,Customer/0000000000000001706-A,1518334082,"[{""Product"":""product/table"",""Quantity"":47,""Discount"":4}]",shippers/s-01,Orders
Orders/0000000000000125430-A,Customer/0000000000000001706-A,1655328454,"[{""Product"":""product/chair"",""Quantity"":83,""Discount"":3}]",shippers/s-02,Orders
Orders/0000000000000125432-A,Customer/0000000000000001706-A,1618096321,"[{""Product"":""product/chair"",""Quantity"":1,""Discount"":1}]",shippers/s-03,Orders
Orders/0000000000000125434-A,Customer/0000000000000001708-A,1661103864,"[{""Product"":""product/wardrobe"",""Quantity"":31,""Discount"":4},{""Product"":""product/bed"",""Quantity"":86,""Discount"":1},{""Product"":""product/chair_wood"",""Quantity"":79,""Discount"":2}]",shippers/s-01,Orders
Orders/0000000000000125436-A,Customer/0000000000000001708-A,1647914407,"[{""Product"":""product/wardrobe"",""Quantity"":27,""Discount"":1},{""Product"":""product/table"",""Quantity"":54,""Discount"":5},{""Product"":""product/chair"",""Quantity"":88,""Discount"":5},{""Product"":""product/chair_wood"",""Quantity"":9,""Discount"":0}]",shippers/s-04,Orders
Orders/0000000000000125438-A,Customer/0000000000000001708-A,1655659444,"[{""Product"":""product/chair_wood"",""Quantity"":90,""Discount"":5},{""Product"":""product/wardrobe"",""Quantity"":99,""Discount"":0},{""Product"":""product/chair"",""Quantity"":11,""Discount"":2},{""Product"":""product/bed"",""Quantity"":7,""Discount"":2}]",shippers/s-02,Orders
Orders/0000000000000125440-A,Customer/0000000000000001708-A,1641073243,"[{""Product"":""product/wardrobe"",""Quantity"":24,""Discount"":5},{""Product"":""product/bed"",""Quantity"":22,""Discount"":5},{""Product"":""product/chair_wood"",""Quantity"":25,""Discount"":2}]",shippers/s-02,Orders
Orders/0000000000000125442-A,Customer/0000000000000001708-A,1575450040,"[{""Product"":""product/bed"",""Quantity"":9,""Discount"":3}]",shippers/s-01,Orders
Orders/0000000000000125444-A,Customer/0000000000000001708-A,1524137227,"[{""Product"":""product/chair"",""Quantity"":68,""Discount"":4},{""Product"":""product/chair_wood"",""Quantity"":44,""Discount"":2}]",shippers/s-01,Orders
Orders/0000000000000125446-A,Customer/0000000000000001708-A,1646315951,"[{""Product"":""product/wardrobe"",""Quantity"":21,""Discount"":0},{""Product"":""product/bed"",""Quantity"":70,""Discount"":1}]",shippers/s-04,Orders
Orders/0000000000000125448-A,Customer/0000000000000001708-A,1575342422,"[{""Product"":""product/table"",""Quantity"":56,""Discount"":5},{""Product"":""product/chair"",""Quantity"":5,""Discount"":2}]",shippers/s-04,Orders
Orders/0000000000000125450-A,Customer/0000000000000001708-A,1677969826,"[{""Product"":""product/table"",""Quantity"":15,""Discount"":2},{""Product"":""product/bed"",""Quantity"":11,""Discount"":1},{""Product"":""product/chair"",""Quantity"":79,""Discount"":3},{""Product"":""product/chair_wood"",""Quantity"":95,""Discount"":5}]",shippers/s-01,Orders
Orders/0000000000000125452-A,Customer/0000000000000001708-A,1684126299,"[{""Product"":""product/table"",""Quantity"":53,""Discount"":2},{""Product"":""product/bed"",""Quantity"":70,""Discount"":1},{""Product"":""product/chair_wood"",""Quantity"":1,""Discount"":4}]",shippers/s-04,Orders
Orders/0000000000000125454-A,Customer/0000000000000001708-A,1545409984,"[{""Product"":""product/chair_wood"",""Quantity"":33,""Discount"":5},{""Product"":""product/wardrobe"",""Quantity"":32,""Discount"":1},{""Product"":""product/chair"",""Quantity"":20,""Discount"":4},{""Product"":""product/bed"",""Quantity"":92,""Discount"":3}]",shippers/s-01,Orders
Orders/0000000000000125456-A,Customer/0000000000000001708-A,1645063017,"[{""Product"":""product/wardrobe"",""Quantity"":61,""Discount"":1},{""Product"":""product/bed"",""Quantity"":37,""Discount"":4}]",shippers/s-02,Orders
Orders/0000000000000125458-A,Customer/0000000000000001708-A,1665698536,"[{""Product"":""product/chair"",""Quantity"":53,""Discount"":1},{""Product"":""product/bed"",""Quantity"":39,""Discount"":4}]",shippers/s-03,Orders
Orders/0000000000000125460-A,Customer/0000000000000001708-A,1652456004,"[{""Product"":""product/wardrobe"",""Quantity"":51,""Discount"":2}]",shippers/s-01,Orders
Orders/0000000000000125462-A,Customer/0000000000000001708-A,1527771745,"[{""Product"":""product/wardrobe"",""Quantity"":40,""Discount"":5},{""Product"":""product/table"",""Quantity"":22,""Discount"":5},{""Product"":""product/chair"",""Quantity"":76,""Discount"":3},{""Product"":""product/chair_wood"",""Quantity"":21,""Discount"":2}]",shippers/s-01,Orders
Orders/0000000000000125464-A,Customer/0000000000000001708-A,1546490091,"[{""Product"":""product/table"",""Quantity"":17,""Discount"":3},{""Product"":""product/chair"",""Quantity"":27,""Discount"":4},{""Product"":""product/bed"",""Quantity"":74,""Discount"":3}]",shippers/s-04,Orders
Orders/0000000000000125466-A,Customer/0000000000000001708-A,1621698916,"[{""Product"":""product/wardrobe"",""Quantity"":4,""Discount"":1},{""Product"":""product/table"",""Quantity"":73,""Discount"":3},{""Product"":""product/chair_wood"",""Quantity"":69,""Discount"":4}]",shippers/s-03,Orders
Orders/0000000000000125468-A,Customer/0000000000000001708-A,1518247111,"[{""Product"":""product/wardrobe"",""Quantity"":98,""Discount"":3},{""Product"":""product/chair"",""Quantity"":26,""Discount"":0}]",shippers/s-02,Orders
Orders/0000000000000125470-A,Customer/0000000000000001708-A,1564788193,"[{""Product"":""product/chair_wood"",""Quantity"":1,""Discount"":2}]",shippers/s-01,Orders
Orders/0000000000000125472-A,Customer/0000000000000001708-A,1641629766,"[{""Product"":""product/chair_wood"",""Quantity"":97,""Discount"":0},{""Product"":""product/bed"",""Quantity"":7,""Discount"":3}]",shippers/s-01,Orders
Orders/0000000000000125474-A,Customer/0000000000000001708-A,1655464201,"[{""Product"":""product/wardrobe"",""Quantity"":100,""Discount"":3}]",shippers/s-02,Orders
Orders/0000000000000125476-A,Customer/0000000000000001708-A,1572750266,"[{""Product"":""product/table"",""Quantity"":36,""Discount"":2},{""Product"":""product/chair"",""Quantity"":29,""Discount"":0}]",shippers/s-02,Orders
Orders/0000000000000125478-A,Customer/0000000000000001708-A,1647475657,"[{""Product"":""product/chair"",""Quantity"":62,""Discount"":3},{""Product"":""product/chair_wood"",""Quantity"":99,""Discount"":2}]",shippers/s-02,Orders
Orders/0000000000000125480-A,Customer/0000000000000001708-A,1655107693,"[{""Product"":""product/table"",""Quantity"":66,""Discount"":5},{""Product"":""product/chair_wood"",""Quantity"":13,""Discount"":5}]",shippers/s-04,Orders
Orders/0000000000000125482-A,Customer/0000000000000001708-A,1655982837,"[{""Product"":""product/chair_wood"",""Quantity"":52,""Discount"":3},{""Product"":""product/wardrobe"",""Quantity"":81,""Discount"":0},{""Product"":""product/table"",""Quantity"":3,""Discount"":2},{""Product"":""product/bed"",""Quantity"":77,""Discount"":0}]",shippers/s-01,Orders
Orders/0000000000000125484-A,Customer/0000000000000001710-A,1553891655,"[{""Product"":""product/chair"",""Quantity"":67,""Discount"":1},{""Product"":""product/bed"",""Quantity"":42,""Discount"":1}]",shippers/s-02,Orders
Orders/0000000000000125486-A,Customer/0000000000000001710-A,1545449518,"[{""Product"":""product/wardrobe"",""Quantity"":73,""Discount"":1},{""Product"":""product/table"",""Quantity"":41,""Discount"":5},{""Product"":""product/chair_wood"",""Quantity"":63,""Discount"":1}]",shippers/s-04,Orders
Orders/0000000000000125488-A,Customer/0000000000000001710-A,1643784497,"[{""Product"":""product/bed"",""Quantity"":9,""Discount"":0}]",shippers/s-03,Orders
Orders/0000000000000125490-A,Customer/0000000000000001710-A,1516181288,"[{""Product"":""product/wardrobe"",""Quantity"":3,""Discount"":4},{""Product"":""product/chair"",""Quantity"":28,""Discount"":0},{""Product"":""product/bed"",""Quantity"":41,""Discount"":1}]",shippers/s-01,Orders
Orders/0000000000000125492-A,Customer/0000000000000001710-A,1537237531,"[{""Product"":""product/wardrobe"",""Quantity"":99,""Discount"":2},{""Product"":""product/table"",""Quantity"":29,""Discount"":0},{""Product"":""product/bed"",""Quantity"":71,""Discount"":1},{""Product"":""product/chair_wood"",""Quantity"":30,""Discount"":4}]",shippers/s-04,Orders
Orders/0000000000000125494-A,Customer/0000000000000001710-A,1575939575,"[{""Product"":""product/chair_wood"",""Quantity"":68,""Discount"":0},{""Product"":""product/wardrobe"",""Quantity"":13,""Discount"":4},{""Product"":""product/bed"",""Quantity"":28,""Discount"":0}]",shippers/s-03,Orders
Orders/0000000000000125496-A,Customer/0000000000000001710-A,1610596632,"[{""Product"":""product/chair_wood"",""Quantity"":89,""Discount"":2}]",shippers/s-02,Orders
Orders/0000000000000125498-A,Customer/0000000000000001710-A,1546757023,"[{""Product"":""product/wardrobe"",""Quantity"":58,""Discount"":5},{""Product"":""product/table"",""Quantity"":90,""Discount"":3}]",shippers/s-02,Orders
Orders/0000000000000125500-A,Customer/0000000000000001710-A,1587115586,"[{""Product"":""product/wardrobe"",""Quantity"":17,""Discount"":0},{""Product"":""product/chair"",""Quantity"":91,""Discount"":0},{""Product"":""product/chair_wood"",""Quantity"":60,""Discount"":0}]",shippers/s-01,Orders
Orders/0000000000000125502-A,Customer/0000000000000001710-A,1523661771,"[{""Product"":""product/bed"",""Quantity"":51,""Discount"":1}]",shippers/s-01,Orders
Orders/0000000000000125504-A,Customer/0000000000000001710-A,1526417737,"[{""Product"":""product/chair_wood"",""Quantity"":35,""Discount"":0},{""Product"":""product/chair"",""Quantity"":74,""Discount"":0},{""Product"":""product/bed"",""Quantity"":63,""Discount"":2}]",shippers/s-01,Orders
Orders/0000000000000125506-A,Customer/0000000000000001710-A,1668345018,"[{""Product"":""product/chair_wood"",""Quantity"":80,""Discount"":0},{""Product"":""product/wardrobe"",""Quantity"":26,""Discount"":1},{""Product"":""product/bed"",""Quantity"":59,""Discount"":0}]",shippers/s-02,Orders
Orders/0000000000000125508-A,Customer/0000000000000001710-A,1558908689,"[{""Product"":""product/chair_wood"",""Quantity"":89,""Discount"":1},{""Product"":""product/wardrobe"",""Quantity"":95,""Discount"":1},{""Product"":""product/table"",""Quantity"":25,""Discount"":1},{""Product"":""product/bed"",""Quantity"":94,""Discount"":2}]",shippers/s-02,Orders
Orders/0000000000000125510-A,Customer/0000000000000001710-A,1521181802,"[{""Product"":""product/chair_wood"",""Quantity"":48,""Discount"":5}]",shippers/s-04,Orders
Orders/0000000000000125512-A,Customer/0000000000000001710-A,1554990662,"[{""Product"":""product/chair"",""Quantity"":62,""Discount"":2}]",shippers/s-04,Orders
Orders/0000000000000125514-A,Customer/0000000000000001710-A,1664919793,"[{""Product"":""product/table"",""Quantity"":45,""Discount"":5}]",shippers/s-03,Orders
Orders/0000000000000125516-A,Customer/0000000000000001710-A,1674089565,"[{""Product"":""product/wardrobe"",""Quantity"":91,""Discount"":3},{""Product"":""product/chair"",""Quantity"":80,""Discount"":1}]",shippers/s-01,Orders
Orders/0000000000000125518-A,Customer/0000000000000001710-A,1641959480,"[{""Product"":""product/table"",""Quantity"":14,""Discount"":3},{""Product"":""product/bed"",""Quantity"":28,""Discount"":0}]",shippers/s-03,Orders
Orders/0000000000000125520-A,Customer/0000000000000001710-A,1541238104,"[{""Product"":""product/table"",""Quantity"":75,""Discount"":3}]",shippers/s-01,Orders
Orders/0000000000000125522-A,Customer/0000000000000001712-A,1645221313,"[{""Product"":""product/wardrobe"",""Quantity"":96,""Discount"":3},{""Product"":""product/table"",""Quantity"":46,""Discount"":2},{""Product"":""product/chair"",""Quantity"":36,""Discount"":3}]",shippers/s-03,Orders
Orders/0000000000000125524-A,Customer/0000000000000001712-A,1682713536,"[{""Product"":""product/wardrobe"",""Quantity"":22,""Discount"":1},{""Product"":""product/bed"",""Quantity"":30,""Discount"":1}]",shippers/s-03,Orders
Orders/0000000000000125526-A,Customer/0000000000000001712-A,1628500204,"[{""Product"":""product/wardrobe"",""Quantity"":78,""Discount"":4}]",shippers/s-02,Orders
Orders/0000000000000125528-A,Customer/0000000000000001712-A,1525236751,"[{""Product"":""product/wardrobe"",""Quantity"":93,""Discount"":1},{""Product"":""product/table"",""Quantity"":28,""Discount"":2}]",shippers/s-03,Orders
Orders/0000000000000125530-A,Customer/0000000000000001712-A,1517634720,"[{""Product"":""product/bed"",""Quantity"":91,""Discount"":4}]",shippers/s-04,Orders
Orders/0000000000000125532-A,Customer/0000000000000001712-A,1550816212,"[{""Product"":""product/chair_wood"",""Quantity"":81,""Discount"":0}]",shippers/s-01,Orders
Orders/0000000000000125534-A,Customer/0000000000000001712-A,1523445979,"[{""Product"":""product/chair_wood"",""Quantity"":77,""Discount"":4},{""Product"":""product/bed"",""Quantity"":57,""Discount"":4}]",shippers/s-01,Orders
Orders/0000000000000125536-A,Customer/0000000000000001712-A,1645684024,"[{""Product"":""product/chair"",""Quantity"":63,""Discount"":5},{""Product"":""product/bed"",""Quantity"":34,""Discount"":0}]",shippers/s-01,Orders
Orders/0000000000000125538-A,Customer/0000000000000001712-A,1676545864,"[{""Product"":""product/bed"",""Quantity"":78,""Discount"":3}]",shippers/s-01,Orders
Orders/0000000000000125540-A,Customer/0000000000000001712-A,1595792407,"[{""Product"":""product/chair_wood"",""Quantity"":88,""Discount"":3},{""Product"":""product/wardrobe"",""Quantity"":72,""Discount"":2},{""Product"":""product/chair"",""Quantity"":4,""Discount"":0},{""Product"":""product/bed"",""Quantity"":23,""Discount"":5}]",shippers/s-01,Orders
Orders/0000000000000125542-A,Customer/0000000000000001712-A,1626186258,"[{""Product"":""product/wardrobe"",""Quantity"":7,""Discount"":2},{""Product"":""product/table"",""Quantity"":92,""Discount"":3},{""Product"":""product/chair_wood"",""Quantity"":42,""Discount"":2}]",shippers/s-02,Orders
Orders/0000000000000125544-A,Customer/0000000000000001712-A,1665039165,"[{""Product"":""product/chair"",""Quantity"":96,""Discount"":4},{""Product"":""product/bed"",""Quantity"":7,""Discount"":0}]",shippers/s-03,Orders
Orders/0000000000000125546-A,Customer/0000000000000001712-A,1558451072,"[{""Product"":""product/table"",""Quantity"":11,""Discount"":3}]",shippers/s-04,Orders
Orders/0000000000000125548-A,Customer/0000000000000001712-A,1551678928,"[{""Product"":""product/wardrobe"",""Quantity"":23,""Discount"":3},{""Product"":""product/chair"",""Quantity"":69,""Discount"":5},{""Product"":""product/chair_wood"",""Quantity"":5,""Discount"":3}]",shippers/s-01,Orders
Orders/0000000000000125550-A,Customer/0000000000000001712-A,1526794882,"[{""Product"":""product/wardrobe"",""Quantity"":94,""Discount"":1},{""Product"":""product/table"",""Quantity"":5,""Discount"":3},{""Product"":""product/chair"",""Quantity"":3,""Discount"":2}]",shippers/s-03,Orders
Orders/0000000000000125552-A,Customer/0000000000000001712-A,1536613122,"[{""Product"":""product/chair"",""Quantity"":57,""Discount"":0}]",shippers/s-02,Orders
Orders/0000000000000125554-A,Customer/0000000000000001712-A,1525092252,"[{""Product"":""product/table"",""Quantity"":50,""Discount"":4},{""Product"":""product/bed"",""Quantity"":85,""Discount"":4},{""Product"":""product/chair"",""Quantity"":36,""Discount"":1},{""Product"":""product/chair_wood"",""Quantity"":52,""Discount"":3}]",shippers/s-02,Orders
Orders/0000000000000125556-A,Customer/0000000000000001712-A,1671549978,"[{""Product"":""product/wardrobe"",""Quantity"":3,""Discount"":5},{""Product"":""product/table"",""Quantity"":75,""Discount"":2},{""Product"":""product/chair"",""Quantity"":39,""Discount"":3},{""Product"":""product/bed"",""Quantity"":87,""Discount"":1}]",shippers/s-02,Orders
Orders/0000000000000125558-A,Customer/0000000000000001712-A,1672502090,"[{""Product"":""product/bed"",""Quantity"":39,""Discount"":0},{""Product"":""product/chair_wood"",""Quantity"":60,""Discount"":5}]",shippers/s-01,Orders
Orders/0000000000000125560-A,Customer/0000000000000001712-A,1627805770,"[{""Product"":""product/bed"",""Quantity"":12,""Discount"":1}]",shippers/s-03,Orders
Orders/0000000000000125562-A,Customer/0000000000000001712-A,1594169971,"[{""Product"":""product/wardrobe"",""Quantity"":12,""Discount"":3},{""Product"":""product/bed"",""Quantity"":93,""Discount"":2}]",shippers/s-02,Orders
Orders/0000000000000125564-A,Customer/0000000000000001712-A,1521753060,"[{""Product"":""product/chair_wood"",""Quantity"":18,""Discount"":5},{""Product"":""product/wardrobe"",""Quantity"":7,""Discount"":2},{""Product"":""product/chair"",""Quantity"":39,""Discount"":3},{""Product"":""product/bed"",""Quantity"":72,""Discount"":2}]",shippers/s-03,Orders
Orders/0000000000000125566-A,Customer/0000000000000001712-A,1582259051,"[{""Product"":""product/wardrobe"",""Quantity"":54,""Discount"":5},{""Product"":""product/table"",""Quantity"":38,""Discount"":0}]",shippers/s-01,Orders
Orders/0000000000000125568-A,Customer/0000000000000001712-A,1614100414,"[{""Product"":""product/bed"",""Quantity"":47,""Discount"":0}]",shippers/s-02,Orders
Orders/0000000000000125570-A,Customer/0000000000000001712-A,1660184522,"[{""Product"":""product/wardrobe"",""Quantity"":7,""Discount"":5},{""Product"":""product/table"",""Quantity"":80,""Discount"":0},{""Product"":""product/chair"",""Quantity"":8,""Discount"":1}]",shippers/s-01,Orders
Orders/0000000000000125572-A,Customer/0000000000000001712-A,1652327491,"[{""Product"":""product/table"",""Quantity"":50,""Discount"":5},{""Product"":""product/chair_wood"",""Quantity"":43,""Discount"":3}]",shippers/s-02,Orders
Orders/0000000000000125574-A,Customer/0000000000000001712-A,1558392062,"[{""Product"":""product/table"",""Quantity"":70,""Discount"":3},{""Product"":""product/chair"",""Quantity"":98,""Discount"":5},{""Product"":""product/bed"",""Quantity"":13,""Discount"":2}]",shippers/s-03,Orders
Orders/0000000000000125576-A,Customer/0000000000000001712-A,1545214614,"[{""Product"":""product/bed"",""Quantity"":63,""Discount"":0},{""Product"":""product/chair"",""Quantity"":61,""Discount"":1},{""Product"":""product/chair_wood"",""Quantity"":70,""Discount"":3}]",shippers/s-04,Orders
Orders/0000000000000125578-A,Customer/0000000000000001712-A,1629051950,"[{""Product"":""product/chair_wood"",""Quantity"":2,""Discount"":5}]",shippers/s-03,Orders
Orders/0000000000000125580-A,Customer/0000000000000001712-A,1596479293,"[{""Product"":""product/chair"",""Quantity"":75,""Discount"":2}]",shippers/s-02,Orders
Orders/0000000000000125582-A,Customer/0000000000000001712-A,1665122853,"[{""Product"":""product/wardrobe"",""Quantity"":23,""Discount"":3},{""Product"":""product/table"",""Quantity"":8,""Discount"":0},{""Product"":""product/chair"",""Quantity"":2,""Discount"":3}]",shippers/s-01,Orders
Orders/0000000000000125584-A,Customer/0000000000000001712-A,1638353192,"[{""Product"":""product/table"",""Quantity"":70,""Discount"":1},{""Product"":""product/chair_wood"",""Quantity"":47,""Discount"":1}]",shippers/s-01,Orders
Orders/0000000000000125586-A,Customer/0000000000000001712-A,1518408049,"[{""Product"":""product/wardrobe"",""Quantity"":66,""Discount"":2},{""Product"":""product/table"",""Quantity"":94,""Discount"":3}]",shippers/s-01,Orders
Orders/0000000000000125588-A,Customer/0000000000000001712-A,1587341084,"[{""Product"":""product/chair"",""Quantity"":42,""Discount"":3},{""Product"":""product/chair_wood"",""Quantity"":37,""Discount"":5}]",shippers/s-04,Orders
Orders/0000000000000125590-A,Customer/0000000000000001712-A,1521611003,"[{""Product"":""product/chair"",""Quantity"":5,""Discount"":3}]",shippers/s-03,Orders
Orders/0000000000000125592-A,Customer/0000000000000001712-A,1611238171,"[{""Product"":""product/wardrobe"",""Quantity"":53,""Discount"":4},{""Product"":""product/chair"",""Quantity"":98,""Discount"":5},{""Product"":""product/chair_wood"",""Quantity"":77,""Discount"":5}]",shippers/s-02,Orders
Orders/0000000000000125594-A,Customer/0000000000000001712-A,1679528033,"[{""Product"":""product/wardrobe"",""Quantity"":24,""Discount"":1},{""Product"":""product/chair"",""Quantity"":34,""Discount"":4},{""Product"":""product/bed"",""Quantity"":2,""Discount"":0}]",shippers/s-04,Orders
Orders/0000000000000125596-A,Customer/0000000000000001712-A,1518123329,"[{""Product"":""product/wardrobe"",""Quantity"":57,""Discount"":3},{""Product"":""product/chair"",""Quantity"":9,""Discount"":4},{""Product"":""product/bed"",""Quantity"":97,""Discount"":1}]",shippers/s-02,Orders
Orders/0000000000000125598-A,Customer/0000000000000001712-A,1587758731,"[{""Product"":""product/chair_wood"",""Quantity"":67,""Discount"":3}]",shippers/s-03,Orders
Orders/0000000000000125600-A,Customer/0000000000000001714-A,1648902998,"[{""Product"":""product/chair"",""Quantity"":31,""Discount"":3},{""Product"":""product/bed"",""Quantity"":23,""Discount"":0}]",shippers/s-03,Orders
Orders/0000000000000125602-A,Customer/0000000000000001714-A,1621281442,"[{""Product"":""product/wardrobe"",""Quantity"":27,""Discount"":5},{""Product"":""product/table"",""Quantity"":72,""Discount"":4},{""Product"":""product/chair"",""Quantity"":87,""Discount"":2},{""Product"":""product/chair_wood"",""Quantity"":46,""Discount"":5}]",shippers/s-04,Orders
Orders/0000000000000125604-A,Customer/0000000000000001714-A,1672585073,"[{""Product"":""product/chair_wood"",""Quantity"":52,""Discount"":2}]",shippers/s-03,Orders
Orders/0000000000000125606-A,Customer/0000000000000001714-A,1661809755,"[{""Product"":""product/bed"",""Quantity"":94,""Discount"":3},{""Product"":""product/chair"",""Quantity"":32,""Discount"":5},{""Product"":""product/chair_wood"",""Quantity"":84,""Discount"":1}]",shippers/s-03,Orders
Orders/0000000000000125608-A,Customer/0000000000000001714-A,1668037296,"[{""Product"":""product/bed"",""Quantity"":13,""Discount"":1}]",shippers/s-02,Orders
Orders/0000000000000125610-A,Customer/0000000000000001714-A,1535649924,"[{""Product"":""product/table"",""Quantity"":12,""Discount"":0}]",shippers/s-01,Orders
Orders/0000000000000125612-A,Customer/0000000000000001714-A,1515223506,"[{""Product"":""product/table"",""Quantity"":49,""Discount"":3}]",shippers/s-04,Orders
Orders/0000000000000125614-A,Customer/0000000000000001714-A,1662393359,"[{""Product"":""product/chair"",""Quantity"":30,""Discount"":1},{""Product"":""product/chair_wood"",""Quantity"":61,""Discount"":0}]",shippers/s-04,Orders
Orders/0000000000000125616-A,Customer/0000000000000001714-A,1655994400,"[{""Product"":""product/chair"",""Quantity"":4,""Discount"":4},{""Product"":""product/chair_wood"",""Quantity"":50,""Discount"":5}]",shippers/s-02,Orders
Orders/0000000000000125618-A,Customer/0000000000000001714-A,1548608126,"[{""Product"":""product/chair"",""Quantity"":14,""Discount"":0}]",shippers/s-01,Orders
Orders/0000000000000125620-A,Customer/0000000000000001714-A,1586247902,"[{""Product"":""product/table"",""Quantity"":35,""Discount"":5},{""Product"":""product/bed"",""Quantity"":34,""Discount"":0},{""Product"":""product/wardrobe"",""Quantity"":12,""Discount"":0},{""Product"":""product/chair"",""Quantity"":39,""Discount"":2},{""Product"":""product/chair_wood"",""Quantity"":56,""Discount"":1}]",shippers/s-03,Orders
Orders/0000000000000125622-A,Customer/0000000000000001714-A,1572454690,"[{""Product"":""product/table"",""Quantity"":70,""Discount"":5},{""Product"":""product/bed"",""Quantity"":21,""Discount"":1}]",shippers/s-02,Orders
Orders/0000000000000125624-A,Customer/0000000000000001714-A,1636944416,"[{""Product"":""product/chair_wood"",""Quantity"":9,""Discount"":3},{""Product"":""product/wardrobe"",""Quantity"":51,""Discount"":0},{""Product"":""product/table"",""Quantity"":2,""Discount"":1},{""Product"":""product/bed"",""Quantity"":47,""Discount"":0}]",shippers/s-03,Orders
Orders/0000000000000125626-A,Customer/0000000000000001714-A,1590816798,"[{""Product"":""product/table"",""Quantity"":10,""Discount"":0},{""Product"":""product/chair"",""Quantity"":99,""Discount"":5}]",shippers/s-03,Orders
Orders/0000000000000125628-A,Customer/0000000000000001714-A,1541744330,"[{""Product"":""product/chair"",""Quantity"":8,""Discount"":3}]",shippers/s-02,Orders
Orders/0000000000000125630-A,Customer/0000000000000001714-A,1609187991,"[{""Product"":""product/wardrobe"",""Quantity"":52,""Discount"":4},{""Product"":""product/chair"",""Quantity"":92,""Discount"":5},{""Product"":""product/bed"",""Quantity"":95,""Discount"":5}]",shippers/s-03,Orders
Orders/0000000000000125632-A,Customer/0000000000000001714-A,1598630428,"[{""Product"":""product/wardrobe"",""Quantity"":22,""Discount"":5},{""Product"":""product/chair"",""Quantity"":25,""Discount"":3},{""Product"":""product/chair_wood"",""Quantity"":92,""Discount"":5}]",shippers/s-03,Orders
Orders/0000000000000125634-A,Customer/0000000000000001714-A,1662250514,"[{""Product"":""product/chair"",""Quantity"":34,""Discount"":2},{""Product"":""product/chair_wood"",""Quantity"":84,""Discount"":4}]",shippers/s-03,Orders
Orders/0000000000000125636-A,Customer/0000000000000001714-A,1531273161,"[{""Product"":""product/chair_wood"",""Quantity"":80,""Discount"":2},{""Product"":""product/table"",""Quantity"":57,""Discount"":1},{""Product"":""product/chair"",""Quantity"":55,""Discount"":3},{""Product"":""product/bed"",""Quantity"":85,""Discount"":4}]",shippers/s-03,Orders
Orders/0000000000000125638-A,Customer/0000000000000001714-A,1677895969,"[{""Product"":""product/wardrobe"",""Quantity"":2,""Discount"":2},{""Product"":""product/table"",""Quantity"":40,""Discount"":3},{""Product"":""product/chair"",""Quantity"":24,""Discount"":4},{""Product"":""product/chair_wood"",""Quantity"":52,""Discount"":1}]",shippers/s-04,Orders
Orders/0000000000000125640-A,Customer/0000000000000001714-A,1546959942,"[{""Product"":""product/chair"",""Quantity"":81,""Discount"":4}]",shippers/s-02,Orders
Orders/0000000000000125642-A,Customer/0000000000000001714-A,1532298395,"[{""Product"":""product/chair_wood"",""Quantity"":100,""Discount"":4},{""Product"":""product/table"",""Quantity"":79,""Discount"":3},{""Product"":""product/chair"",""Quantity"":97,""Discount"":3},{""Product"":""product/bed"",""Quantity"":89,""Discount"":0}]",shippers/s-04,Orders
Orders/0000000000000125644-A,Customer/0000000000000001714-A,1618132899,"[{""Product"":""product/wardrobe"",""Quantity"":7,""Discount"":5},{""Product"":""product/chair"",""Quantity"":26,""Discount"":3}]",shippers/s-01,Orders
Orders/0000000000000125646-A,Customer/0000000000000001714-A,1674141652,"[{""Product"":""product/chair_wood"",""Quantity"":70,""Discount"":4},{""Product"":""product/wardrobe"",""Quantity"":60,""Discount"":5},{""Product"":""product/chair"",""Quantity"":17,""Discount"":5},{""Product"":""product/bed"",""Quantity"":40,""Discount"":4}]",shippers/s-04,Orders
Orders/0000000000000125648-A,Customer/0000000000000001714-A,1672954259,"[{""Product"":""product/table"",""Quantity"":91,""Discount"":5},{""Product"":""product/chair"",""Quantity"":50,""Discount"":5},{""Product"":""product/bed"",""Quantity"":66,""Discount"":3}]",shippers/s-03,Orders
Orders/0000000000000125650-A,Customer/0000000000000001714-A,1586695166,"[{""Product"":""product/wardrobe"",""Quantity"":33,""Discount"":5},{""Product"":""product/bed"",""Quantity"":53,""Discount"":0},{""Product"":""product/chair"",""Quantity"":71,""Discount"":0},{""Product"":""product/chair_wood"",""Quantity"":55,""Discount"":1}]",shippers/s-04,Orders
Orders/0000000000000125652-A,Customer/0000000000000001714-A,1584834427,"[{""Product"":""product/chair_wood"",""Quantity"":57,""Discount"":4},{""Product"":""product/wardrobe"",""Quantity"":76,""Discount"":1},{""Product"":""product/table"",""Quantity"":62,""Discount"":5},{""Product"":""product/bed"",""Quantity"":63,""Discount"":1}]",shippers/s-01,Orders
Orders/0000000000000125654-A,Customer/0000000000000001714-A,1564045016,"[{""Product"":""product/table"",""Quantity"":23,""Discount"":5},{""Product"":""product/chair"",""Quantity"":18,""Discount"":1},{""Product"":""product/chair_wood"",""Quantity"":44,""Discount"":1}]",shippers/s-03,Orders
Orders/0000000000000125656-A,Customer/0000000000000001714-A,1680860786,"[{""Product"":""product/chair"",""Quantity"":91,""Discount"":5},{""Product"":""product/chair_wood"",""Quantity"":61,""Discount"":5}]",shippers/s-01,Orders
